time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,la_name,new_la_code,pcon_code,pcon_name,phase_type_grouping,establishment_type,hospital_school,sen_provision,pupil_count
201617,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded special school,Total,Total,"Education, health and care plan",714
201617,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,12
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,Independent school,Total,Total,Total,1619
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,Independent school,Total,Total,"Education, health and care plan",19
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,133
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded alternative provision,Total,Total,Total,91
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded alternative provision,Total,Total,"Education, health and care plan",2
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,73
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded primary,Total,Total,Total,34191
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded primary,Total,Total,"Education, health and care plan",508
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,4013
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded secondary,Total,Total,Total,23118
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded secondary,Total,Total,"Education, health and care plan",305
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2300
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded special school,Total,Total,Total,629
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded special school,Total,Total,"Education, health and care plan",610
201617,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,19
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,Independent school,Total,Total,Total,3507
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,Independent school,Total,Total,"Education, health and care plan",111
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,353
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded alternative provision,Total,Total,Total,119
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded alternative provision,Total,Total,"Education, health and care plan",17
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,102
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded nursery,Total,Total,Total,725
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded nursery,Total,Total,"Education, health and care plan",3
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,126
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded primary,Total,Total,Total,26570
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded primary,Total,Total,"Education, health and care plan",316
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3980
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded secondary,Total,Total,Total,15051
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded secondary,Total,Total,"Education, health and care plan",333
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1304
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded special school,Total,Total,Total,465
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded special school,Total,Total,"Education, health and care plan",456
201617,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,9
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,Independent school,Total,Total,Total,9908
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,Independent school,Total,Total,"Education, health and care plan",246
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,804
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded alternative provision,Total,Total,Total,93
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded alternative provision,Total,Total,"Education, health and care plan",4
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,47
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded nursery,Total,Total,Total,203
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded nursery,Total,Total,"Education, health and care plan",6
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,34
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded primary,Total,Total,Total,20758
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded primary,Total,Total,"Education, health and care plan",544
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,2868
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded secondary,Total,Total,Total,13248
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded secondary,Total,Total,"Education, health and care plan",357
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2318
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded special school,Total,Total,Total,344
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded special school,Total,Total,"Education, health and care plan",335
201617,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,9
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Independent school,Total,Total,Total,6760
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Independent school,Total,Total,"Education, health and care plan",74
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,561
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Non-maintained special school,Total,Total,Total,44
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Non-maintained special school,Total,Total,"Education, health and care plan",42
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Non-maintained special school,Total,Total,SEN support / SEN without an EHC plan,2
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded alternative provision,Total,Total,Total,111
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded alternative provision,Total,Total,"Education, health and care plan",17
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,92
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded nursery,Total,Total,Total,370
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded nursery,Total,Total,"Education, health and care plan",1
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,72
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded primary,Total,Total,Total,10660
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded primary,Total,Total,"Education, health and care plan",224
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,1411
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded secondary,Total,Total,Total,9198
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded secondary,Total,Total,"Education, health and care plan",187
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,946
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded special school,Total,Total,Total,445
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded special school,Total,Total,"Education, health and care plan",428
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,17
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Independent school,Total,Total,Total,3356
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Independent school,Total,Total,"Education, health and care plan",43
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,305
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Non-maintained special school,Total,Total,Total,81
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Non-maintained special school,Total,Total,"Education, health and care plan",81
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Non-maintained special school,Total,Total,SEN support / SEN without an EHC plan,0
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded alternative provision,Total,Total,Total,160
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded alternative provision,Total,Total,"Education, health and care plan",38
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,43
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded nursery,Total,Total,Total,437
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded nursery,Total,Total,"Education, health and care plan",4
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,105
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded primary,Total,Total,Total,23735
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded primary,Total,Total,"Education, health and care plan",393
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,2871
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded secondary,Total,Total,Total,13377
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded secondary,Total,Total,"Education, health and care plan",362
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1916
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded special school,Total,Total,Total,404
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded special school,Total,Total,"Education, health and care plan",373
201617,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,31
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,Independent school,Total,Total,Total,3977
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,Independent school,Total,Total,"Education, health and care plan",44
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,273
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded alternative provision,Total,Total,Total,76
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded alternative provision,Total,Total,"Education, health and care plan",4
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,55
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded nursery,Total,Total,Total,37
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded nursery,Total,Total,"Education, health and care plan",4
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,8
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded primary,Total,Total,Total,21614
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded primary,Total,Total,"Education, health and care plan",328
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,2209
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded secondary,Total,Total,Total,13732
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded secondary,Total,Total,"Education, health and care plan",263
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1389
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded special school,Total,Total,Total,441
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded special school,Total,Total,"Education, health and care plan",439
201617,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,2
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,Independent school,Total,Total,Total,825
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,Independent school,Total,Total,"Education, health and care plan",1
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,55
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded alternative provision,Total,Total,Total,25
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded alternative provision,Total,Total,"Education, health and care plan",2
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,3
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded primary,Total,Total,Total,22471
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded primary,Total,Total,"Education, health and care plan",342
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,1716
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded secondary,Total,Total,Total,15986
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded secondary,Total,Total,"Education, health and care plan",313
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,791
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded special school,Total,Total,Total,291
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded special school,Total,Total,"Education, health and care plan",273
201617,Academic year,Local authority,E92000001,England,London,E12000007,311,Havering,E09000016,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,18
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,Independent school,Total,Total,Total,4113
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,Independent school,Total,Total,"Education, health and care plan",202
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,399
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,Non-maintained special school,Total,Total,Total,137
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,Non-maintained special school,Total,Total,"Education, health and care plan",137
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,Non-maintained special school,Total,Total,SEN support / SEN without an EHC plan,0
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded alternative provision,Total,Total,Total,62
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded alternative provision,Total,Total,"Education, health and care plan",0
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,53
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded nursery,Total,Total,Total,137
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded nursery,Total,Total,"Education, health and care plan",0
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,11
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded primary,Total,Total,Total,30776
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded primary,Total,Total,"Education, health and care plan",494
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3349
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded secondary,Total,Total,Total,20124
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded secondary,Total,Total,"Education, health and care plan",327
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1958
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded special school,Total,Total,Total,756
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded special school,Total,Total,"Education, health and care plan",752
201617,Academic year,Local authority,E92000001,England,London,E12000007,312,Hillingdon,E09000017,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,4
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,Independent school,Total,Total,Total,2376
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,Independent school,Total,Total,"Education, health and care plan",25
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,269
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded alternative provision,Total,Total,Total,115
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded alternative provision,Total,Total,"Education, health and care plan",36
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,77
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded primary,Total,Total,Total,25047
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded primary,Total,Total,"Education, health and care plan",423
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3747
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded secondary,Total,Total,Total,17087
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded secondary,Total,Total,"Education, health and care plan",317
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2037
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded special school,Total,Total,Total,538
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded special school,Total,Total,"Education, health and care plan",516
201617,Academic year,Local authority,E92000001,England,London,E12000007,313,Hounslow,E09000018,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,22
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,Independent school,Total,Total,Total,966
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,Independent school,Total,Total,"Education, health and care plan",46
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,105
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded alternative provision,Total,Total,Total,188
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded alternative provision,Total,Total,"Education, health and care plan",16
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,104
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded nursery,Total,Total,Total,309
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded nursery,Total,Total,"Education, health and care plan",0
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,68
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded primary,Total,Total,Total,15566
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded primary,Total,Total,"Education, health and care plan",311
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,2272
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded secondary,Total,Total,Total,8593
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded secondary,Total,Total,"Education, health and care plan",161
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1349
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded special school,Total,Total,Total,447
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded special school,Total,Total,"Education, health and care plan",428
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,19
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,Independent school,Total,Total,Total,13263
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,Independent school,Total,Total,"Education, health and care plan",130
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,1223
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded alternative provision,Total,Total,Total,69
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded alternative provision,Total,Total,"Education, health and care plan",5
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,64
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded nursery,Total,Total,Total,217
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded nursery,Total,Total,"Education, health and care plan",6
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,48
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded primary,Total,Total,Total,7348
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded primary,Total,Total,"Education, health and care plan",179
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,874
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded secondary,Total,Total,Total,5046
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded secondary,Total,Total,"Education, health and care plan",118
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,361
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded special school,Total,Total,Total,181
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded special school,Total,Total,"Education, health and care plan",106
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,19
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,Independent school,Total,Total,Total,3978
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,Independent school,Total,Total,"Education, health and care plan",26
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,319
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded alternative provision,Total,Total,Total,11
